Customer_ID,Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Unite_Sold,Sales_Classification,Total_Sales
30364,X5,2011,Middle East,Black,Petrol,Automatic,3,65606,76238,2114,Low,161167132
30365,X5,2022,Asia,Silver,Electric,Manual,3,188216,68666,1559,Low,107050294
30366,7 Series,2021,Asia,Blue,Electric,Automatic,1.8,95810,46925,7500,High,351937500
30367,i3,2024,Africa,Silver,Hybrid,Manual,4.6,115245,86797,1161,Low,100771317
30368,M5,2010,Middle East,Silver,Petrol,Automatic,2.8,51240,106274,6857,Low,728720818
30369,7 Series,2023,Africa,White,Hybrid,Automatic,3.2,140700,78715,1302,Low,102486930
30370,M3,2018,North America,Grey,Diesel,Automatic,2.5,102056,96521,2433,Low,234835593
30371,M5,2020,North America,White,Electric,Manual,2,102228,37785,2348,Low,88719180
30372,X6,2017,Asia,White,Petrol,Manual,4.7,78509,114157,5287,Low,603548059
30373,7 Series,2017,South America,Black,Hybrid,Manual,1.6,126232,61688,6616,Low,408127808
30374,X3,2010,South America,Silver,Electric,Automatic,2.9,54530,118777,3034,Low,360369418
30375,5 Series,2014,North America,Blue,Electric,Automatic,4.1,180253,97342,1373,Low,133650566
30376,7 Series,2021,Africa,White,Petrol,Manual,2.6,118886,35023,9416,High,329776568
30377,7 Series,2015,Asia,Black,Diesel,Automatic,3.1,132949,45864,6064,Low,278119296
30378,i3,2024,Middle East,White,Hybrid,Manual,3.5,62209,46248,3194,Low,147716112
30379,i8,2011,North America,Silver,Diesel,Automatic,5,63240,86592,6553,Low,567437376
30380,X6,2019,Europe,Black,Petrol,Manual,4.2,23043,78942,7973,High,629404566
30381,M5,2024,Europe,White,Petrol,Manual,4.9,51655,85761,3569,Low,306081009
30382,M5,2014,Europe,Blue,Electric,Automatic,3.9,74130,58280,9228,High,537807840
30383,X6,2015,North America,White,Diesel,Manual,2.4,68180,105705,7700,High,813928500
30384,i8,2018,Africa,Blue,Electric,Automatic,2.5,113536,64140,3536,Low,226799040
30385,7 Series,2024,Middle East,Silver,Diesel,Automatic,4.4,126312,103880,5390,Low,559913200
30386,i3,2019,Europe,Silver,Diesel,Automatic,3,48915,114876,7178,High,824579928
30387,M3,2010,Africa,Blue,Petrol,Manual,2.8,109033,93499,6680,Low,624573320
30388,7 Series,2022,Middle East,Black,Electric,Automatic,4.8,53626,59692,8175,High,487982100
30389,X1,2019,South America,Black,Electric,Manual,1.5,95951,116306,2389,Low,277855034
30390,i8,2012,Africa,Black,Diesel,Automatic,3.3,120827,75909,2321,Low,176184789
30391,3 Series,2021,Asia,Silver,Diesel,Manual,4.2,188807,119350,9734,High,1161752900
30392,X1,2018,Middle East,Black,Electric,Manual,4.1,158472,62229,6299,Low,391980471
30393,M3,2024,Europe,Grey,Petrol,Automatic,2.8,105510,31733,9382,High,297719006
30394,X5,2023,Africa,Red,Hybrid,Manual,3.4,124026,85741,1881,Low,161278821
30395,7 Series,2010,North America,Red,Diesel,Manual,1.5,133865,100448,2524,Low,253530752
30396,5 Series,2010,North America,Grey,Electric,Automatic,3.4,61649,77301,766,Low,59212566
30397,X6,2010,Europe,Silver,Petrol,Automatic,3.6,113550,79905,3819,Low,305157195
30398,i8,2016,South America,Red,Hybrid,Manual,4.6,25423,57774,5066,Low,292683084
30399,X6,2022,Africa,Grey,Diesel,Automatic,2.2,70484,75536,6194,Low,467869984
30400,X6,2014,Europe,White,Diesel,Manual,4.4,182510,60084,4950,Low,297415800
30401,X5,2015,North America,Blue,Hybrid,Automatic,4,54168,57694,471,Low,27173874
30402,5 Series,2022,Africa,Silver,Hybrid,Manual,3.8,12790,48836,3187,Low,155640332
30403,i8,2024,Europe,Red,Petrol,Manual,2.9,2542,112510,4745,Low,533859950
30404,i8,2023,Africa,Silver,Diesel,Manual,2.8,7055,63434,2570,Low,163025380
30405,M5,2017,Europe,White,Petrol,Automatic,4,132784,52678,5372,Low,282986216
30406,7 Series,2023,Africa,Black,Electric,Manual,5,86600,48093,8196,High,394170228
30407,X1,2022,Asia,Blue,Hybrid,Automatic,2.9,83941,49144,2853,Low,140207832
30408,3 Series,2011,Asia,White,Petrol,Automatic,4.7,195918,57958,4119,Low,238729002
30409,3 Series,2022,South America,White,Diesel,Manual,3.6,76492,58463,5381,Low,314589403
30410,X3,2011,Africa,Silver,Diesel,Automatic,4.5,24124,84614,5799,Low,490676586
30411,i3,2012,Europe,Grey,Diesel,Automatic,2.3,116085,60630,281,Low,17037030
30412,i8,2022,Europe,Silver,Electric,Manual,4.2,5675,79808,7030,High,561050240
30413,7 Series,2012,Asia,Grey,Hybrid,Automatic,4.4,68375,118589,9188,High,1089595732
30414,X5,2022,Africa,Red,Diesel,Manual,4.4,178354,49438,6006,Low,296924628
30415,X6,2012,Asia,Grey,Diesel,Automatic,4.2,105504,47859,3330,Low,159370470
30416,i3,2013,North America,Silver,Diesel,Manual,2.6,78731,88996,3882,Low,345482472
30417,X5,2012,Middle East,Blue,Electric,Automatic,3.3,185993,114165,2393,Low,273196845
30418,X1,2011,Africa,Grey,Hybrid,Manual,2.5,103157,59687,286,Low,17070482
30419,i8,2018,Africa,Red,Electric,Automatic,2.7,35742,91919,5609,Low,515573671
30420,X5,2015,Europe,Grey,Electric,Automatic,2.6,162231,41538,630,Low,26168940
30421,M5,2012,Asia,Grey,Hybrid,Manual,2.5,174437,67483,3399,Low,229374717
30422,M5,2018,Africa,Grey,Petrol,Automatic,3.9,66057,69333,7495,High,519650835
30423,3 Series,2024,Europe,Black,Petrol,Manual,3.8,75760,107292,1356,Low,145487952
30424,X6,2013,Europe,Red,Diesel,Automatic,2.2,66260,74822,2013,Low,150616686
30425,M5,2013,Middle East,Grey,Hybrid,Manual,3.9,68261,31724,2738,Low,86860312
30426,X1,2017,Europe,Blue,Diesel,Automatic,2.5,134117,116797,9920,High,1158626240
30427,X5,2016,Asia,Black,Electric,Manual,2.2,126146,80908,4745,Low,383908460
30428,i3,2024,Middle East,Red,Diesel,Manual,4.1,58396,85549,8814,High,754028886
30429,i3,2016,South America,Black,Petrol,Manual,2.8,26212,84211,355,Low,29894905
30430,i3,2019,Middle East,Silver,Petrol,Automatic,3.5,177338,64648,8171,High,528238808
30431,X3,2016,Middle East,Silver,Petrol,Automatic,2.2,196740,37790,7601,High,287241790
30432,i8,2019,South America,Black,Diesel,Automatic,3.6,23554,78400,5608,Low,439667200
30433,X1,2020,Asia,Black,Diesel,Automatic,2.2,181105,80865,8029,High,649265085
30434,X1,2014,Africa,White,Diesel,Automatic,2.1,97215,110929,2268,Low,251586972
30435,X1,2024,Africa,Grey,Petrol,Manual,2.9,9565,74484,7072,High,526750848
30436,3 Series,2016,Europe,Blue,Electric,Manual,4.3,16174,74880,9913,High,742285440
30437,7 Series,2013,North America,Silver,Petrol,Automatic,2.1,129779,54328,3677,Low,199764056
30438,M5,2017,Europe,Grey,Diesel,Automatic,1.9,185863,57622,7214,High,415685108
30439,X6,2018,Europe,White,Hybrid,Manual,1.6,85099,54728,6667,Low,364871576
30440,5 Series,2022,Europe,White,Hybrid,Manual,3,193719,103708,9966,High,1033553928
30441,M3,2021,Africa,Blue,Petrol,Automatic,2.5,135116,58657,3453,Low,202542621
30442,X6,2012,North America,Black,Hybrid,Automatic,2.5,67957,45861,5690,Low,260949090
30443,5 Series,2016,Europe,Red,Electric,Manual,4.9,13749,40853,1099,Low,44897447
30444,M3,2021,North America,Red,Electric,Manual,2.2,92917,67701,8908,High,603080508
30445,i3,2019,Europe,Black,Electric,Manual,3.1,191308,107955,990,Low,106875450
30446,X3,2018,Asia,Silver,Electric,Manual,5,104709,87873,3797,Low,333653781
30447,i3,2010,Europe,Grey,Diesel,Manual,1.6,33865,115116,7104,High,817784064
30448,7 Series,2011,North America,Grey,Hybrid,Automatic,3.9,63385,48146,1264,Low,60856544
30449,X5,2016,Asia,Grey,Diesel,Automatic,2.8,55109,114932,5694,Low,654422808
30450,M5,2024,Middle East,Grey,Petrol,Automatic,4.7,164734,67635,2186,Low,147850110
30451,i8,2022,Europe,Grey,Electric,Manual,4.7,107801,42004,3008,Low,126348032
30452,X3,2011,South America,Silver,Petrol,Automatic,2.9,152475,97261,7813,High,759900193
30453,X3,2016,North America,Silver,Petrol,Automatic,2.3,20532,112042,4270,Low,478419340
30454,5 Series,2010,Middle East,White,Diesel,Automatic,3,155196,110975,4968,Low,551323800
30455,5 Series,2024,Middle East,Grey,Electric,Manual,4.9,165799,79174,1997,Low,158110478
30456,5 Series,2012,South America,Black,Hybrid,Manual,2.5,162574,53346,5421,Low,289188666
30457,5 Series,2024,Asia,Blue,Petrol,Manual,4.9,157196,80580,1051,Low,84689580
30458,i3,2014,Middle East,Silver,Hybrid,Automatic,4.4,124610,60961,8277,High,504574197
30459,7 Series,2023,Africa,Red,Electric,Manual,2.4,101364,99209,2821,Low,279868589
30460,i3,2021,Middle East,Black,Diesel,Manual,4.3,156378,62619,1199,Low,75080181
30461,M5,2023,Europe,Black,Diesel,Manual,1.7,91622,91798,9233,High,847570934
30462,X5,2020,North America,Grey,Electric,Automatic,3.4,180908,76746,8235,High,632003310
30463,5 Series,2015,Africa,Blue,Hybrid,Manual,2.8,54094,54459,6458,Low,351696222
30464,X3,2024,North America,Blue,Hybrid,Manual,3,105466,58947,9590,High,565301730
30465,i3,2022,North America,Blue,Hybrid,Automatic,3.2,124983,60380,817,Low,49330460
30466,3 Series,2018,Asia,Silver,Petrol,Manual,3.3,6678,99603,9002,High,896626206
30467,7 Series,2018,Africa,Silver,Petrol,Manual,3.8,189990,49876,7505,High,374319380
30468,X3,2012,North America,Silver,Hybrid,Manual,3.9,139540,100034,1080,Low,108036720
30469,X1,2023,South America,Blue,Electric,Manual,4.9,165005,102309,4303,Low,440235627
30470,X3,2017,North America,Blue,Petrol,Automatic,4.2,162591,107969,2098,Low,226518962
30471,5 Series,2022,Asia,Red,Electric,Manual,3.9,77289,41013,1895,Low,77719635
30472,X6,2013,Africa,Grey,Electric,Manual,2.9,139499,68670,4532,Low,311212440
30473,i3,2016,South America,Silver,Electric,Manual,1.9,41790,112661,5740,Low,646674140
30474,7 Series,2015,Middle East,Blue,Petrol,Manual,1.7,189769,62612,2702,Low,169177624
30475,X1,2017,Asia,White,Diesel,Automatic,3.2,182037,118497,7096,High,840854712
30476,3 Series,2015,North America,Grey,Diesel,Automatic,3.8,172462,47855,9534,High,456249570
30477,X3,2013,Asia,Silver,Petrol,Manual,3.8,44440,64976,420,Low,27289920
30478,5 Series,2011,Europe,Red,Hybrid,Manual,4.8,78451,69834,9236,High,644986824
30479,7 Series,2016,North America,Silver,Hybrid,Automatic,2.8,81902,88696,2259,Low,200364264
30480,M3,2020,Middle East,Blue,Petrol,Automatic,3.7,35932,49296,2644,Low,130338624
30481,i3,2024,Europe,Silver,Electric,Manual,4.6,88262,40128,9608,High,385549824
30482,M3,2022,South America,Blue,Diesel,Automatic,2.9,2289,41636,7914,High,329507304
30483,5 Series,2020,South America,White,Diesel,Manual,3.2,169762,53523,3942,Low,210987666
30484,7 Series,2013,Asia,Red,Hybrid,Automatic,4.7,104527,101535,3979,Low,404007765
30485,3 Series,2022,North America,Black,Hybrid,Automatic,3.4,164167,119922,2823,Low,338539806
30486,X3,2018,Europe,Red,Electric,Automatic,4.3,183218,41613,5089,Low,211768557
30487,X6,2018,Middle East,Grey,Electric,Manual,4.8,54714,69188,718,Low,49676984
30488,M5,2016,Middle East,Silver,Electric,Manual,3.5,139283,68954,4110,Low,283400940
30489,X3,2014,Middle East,Black,Diesel,Manual,1.9,64146,114149,9371,High,1069690279
30490,X5,2012,South America,Grey,Petrol,Manual,4.4,176911,78876,5094,Low,401794344
30491,X5,2012,Middle East,White,Hybrid,Manual,4.4,27709,41973,2598,Low,109045854
30492,5 Series,2018,Europe,Silver,Hybrid,Manual,1.9,167196,56285,5209,Low,293188565
30493,7 Series,2018,Europe,White,Diesel,Manual,3.4,1371,104199,1361,Low,141814839
30494,3 Series,2021,Middle East,Grey,Electric,Manual,3.2,17185,75321,881,Low,66357801
30495,X6,2022,Africa,Grey,Hybrid,Manual,4.5,147792,45029,9608,High,432638632
30496,M5,2020,Africa,Black,Hybrid,Manual,2.5,52739,69805,5756,Low,401797580
30497,M5,2013,Middle East,Grey,Electric,Manual,3,98102,54422,6158,Low,335130676
30498,X6,2020,Africa,Red,Diesel,Automatic,3.6,85043,102991,9863,High,1015800233
30499,3 Series,2010,Europe,Black,Electric,Automatic,3.3,6241,116683,8567,High,999623261
30500,X6,2022,Middle East,Red,Diesel,Manual,4.8,189469,108980,3637,Low,396360260
30501,X5,2019,North America,White,Diesel,Automatic,4.9,144108,60530,2270,Low,137403100
30502,3 Series,2014,Middle East,White,Diesel,Manual,1.8,193210,32013,1779,Low,56951127
30503,5 Series,2023,Asia,Grey,Diesel,Manual,2.5,140607,83591,7504,High,627266864
30504,i3,2017,North America,Black,Electric,Manual,1.5,124581,73032,9076,High,662838432
30505,M3,2019,South America,Silver,Petrol,Manual,3,104221,59437,4543,Low,270022291
30506,7 Series,2024,Europe,Red,Hybrid,Automatic,3.8,150238,76497,6620,Low,506410140
30507,M5,2024,Middle East,Grey,Diesel,Automatic,3.1,187690,37194,5578,Low,207468132
30508,i8,2013,Middle East,Red,Hybrid,Manual,1.7,176353,75372,1116,Low,84115152
30509,X3,2019,Africa,Grey,Electric,Manual,2.2,189932,32872,6585,Low,216462120
30510,3 Series,2019,Africa,Black,Petrol,Manual,2.1,122065,81436,5619,Low,457588884
30511,5 Series,2013,South America,Black,Diesel,Automatic,3.3,10885,40247,7608,High,306199176
30512,M5,2022,Europe,Red,Diesel,Manual,3.9,44290,88282,8000,High,706256000
30513,X6,2021,Africa,Silver,Electric,Automatic,2.6,189863,107791,1199,Low,129241409
30514,7 Series,2023,Africa,Black,Electric,Manual,2,137330,48663,6136,Low,298596168
30515,M3,2018,Middle East,Silver,Diesel,Automatic,4.3,100348,116382,1977,Low,230087214
30516,7 Series,2024,Africa,Silver,Diesel,Manual,4.5,139045,65820,1992,Low,131113440
30517,5 Series,2018,South America,Grey,Hybrid,Automatic,2.5,48127,84007,9815,High,824528705
30518,M5,2016,Asia,Silver,Diesel,Automatic,3,71568,104151,2144,Low,223299744
30519,X3,2019,Middle East,Silver,Electric,Manual,1.8,4274,71879,7124,High,512065996
30520,X3,2017,Africa,Red,Electric,Manual,2.3,57754,72178,3285,Low,237104730
30521,i3,2021,Asia,Black,Diesel,Manual,4.2,154317,41480,3966,Low,164509680
30522,M3,2021,North America,Red,Hybrid,Manual,2.8,112315,116793,8567,High,1000565631
30523,X3,2013,South America,Black,Electric,Automatic,3.6,134743,63654,506,Low,32208924
30524,i3,2017,Africa,Red,Hybrid,Manual,4.8,176788,100714,8300,High,835926200
30525,5 Series,2023,Middle East,Black,Petrol,Manual,4,33600,68103,4262,Low,290254986
30526,7 Series,2015,North America,Silver,Diesel,Manual,3.1,106301,91215,1930,Low,176044950
30527,7 Series,2022,South America,Black,Hybrid,Manual,2.8,32863,101928,9924,High,1011533472
30528,i8,2012,Asia,Black,Hybrid,Manual,2.2,87870,117660,1839,Low,216376740
30529,3 Series,2016,Europe,Blue,Electric,Manual,4.1,22841,85282,6740,Low,574800680
30530,7 Series,2012,Middle East,Silver,Petrol,Automatic,1.9,46959,46765,6683,Low,312530495
30531,5 Series,2020,South America,Silver,Diesel,Manual,1.7,86271,38832,3668,Low,142435776
30532,X6,2016,Africa,Red,Diesel,Manual,1.9,69200,37148,6785,Low,252049180
30533,M5,2014,Africa,Black,Diesel,Automatic,2.4,44605,90481,5312,Low,480635072
30534,X5,2013,Europe,Blue,Petrol,Automatic,3.7,3394,85751,4714,Low,404230214
30535,5 Series,2012,Europe,Black,Hybrid,Automatic,4.5,101220,60873,1575,Low,95874975
30536,5 Series,2017,Europe,Grey,Electric,Manual,5,174876,74961,8928,High,669251808
30537,M3,2013,North America,Black,Hybrid,Automatic,4.1,33938,117556,2935,Low,345026860
30538,X5,2017,South America,Red,Hybrid,Manual,2,86900,99032,6566,Low,650244112
30539,7 Series,2019,Europe,Silver,Hybrid,Automatic,2.5,199152,69988,828,Low,57950064
30540,X3,2012,Europe,Blue,Petrol,Automatic,2,170726,106946,9953,High,1064433538
30541,X3,2019,South America,Silver,Hybrid,Manual,1.9,51822,116475,245,Low,28536375
30542,M5,2022,Middle East,Black,Electric,Automatic,3.5,123012,107256,723,Low,77546088
30543,i8,2018,North America,Black,Hybrid,Automatic,4.7,187585,38760,7768,High,301087680
30544,M5,2015,Asia,Red,Hybrid,Automatic,3.9,101896,84145,8139,High,684856155
30545,X5,2024,Africa,White,Petrol,Automatic,4.3,172200,57913,1144,Low,66252472
30546,i3,2014,Asia,White,Hybrid,Automatic,3.3,128664,36486,3489,Low,127299654
30547,X1,2014,North America,Silver,Petrol,Automatic,3.2,25203,58442,2638,Low,154169996
30548,M5,2022,Middle East,Silver,Petrol,Manual,4.8,119379,117406,6222,Low,730500132
30549,X3,2012,Europe,Red,Hybrid,Manual,4,137080,30828,3468,Low,106911504
30550,X5,2011,Europe,Red,Electric,Automatic,3.1,122176,92244,5868,Low,541287792
30551,3 Series,2015,North America,Blue,Hybrid,Manual,2.7,60887,75903,2127,Low,161445681
30552,X5,2020,Europe,Grey,Electric,Manual,1.8,13648,90330,9318,High,841694940
30553,X3,2010,Europe,Black,Hybrid,Automatic,4.4,22415,37996,8666,High,329273336
30554,M5,2024,Middle East,Black,Diesel,Manual,2.1,154678,75663,6521,Low,493398423
30555,3 Series,2024,South America,Silver,Petrol,Automatic,3.3,199589,61436,5422,Low,333105992
30556,X3,2023,Africa,Blue,Electric,Manual,3.7,115242,35381,2990,Low,105789190
30557,5 Series,2016,Africa,Black,Electric,Manual,4.1,191870,78061,3605,Low,281409905
30558,X3,2024,Asia,Black,Hybrid,Automatic,1.8,94087,118406,238,Low,28180628
30559,M3,2014,Asia,Grey,Diesel,Manual,1.5,187196,83819,1837,Low,153975503
30560,X3,2013,North America,Silver,Diesel,Manual,4,168919,70791,5309,Low,375829419
30561,X1,2018,North America,Red,Electric,Manual,3.1,100744,50668,5555,Low,281460740
30562,X6,2019,North America,Grey,Petrol,Automatic,2.1,23490,106298,8980,High,954556040
30563,i3,2010,Middle East,Silver,Diesel,Automatic,4.9,73571,69035,5500,Low,379692500
30564,M3,2020,North America,Blue,Petrol,Automatic,4.3,74006,63757,9310,High,593577670
30565,M3,2024,Africa,Grey,Hybrid,Automatic,3.5,93729,45056,5000,Low,225280000
30566,X1,2013,North America,Red,Petrol,Manual,4,176613,52734,2762,Low,145651308
30567,i3,2012,Europe,White,Hybrid,Manual,2,57575,54834,4545,Low,249220530
30568,X6,2015,North America,Grey,Hybrid,Automatic,4.9,34082,87940,4242,Low,373041480
30569,i3,2014,Africa,White,Petrol,Manual,5,156719,113892,8530,High,971498760
30570,M3,2016,Europe,White,Hybrid,Manual,3.8,184051,46293,7372,High,341271996
30571,X3,2022,South America,Grey,Petrol,Automatic,3.8,159298,41694,4270,Low,178033380
30572,X1,2010,Middle East,Silver,Petrol,Manual,4,55589,102063,1197,Low,122169411
30573,7 Series,2022,South America,Grey,Electric,Manual,3.8,174388,39906,6038,Low,240952428
30574,M5,2014,Middle East,Black,Hybrid,Automatic,3,179490,103906,5507,Low,572210342
30575,i3,2023,North America,Grey,Petrol,Automatic,3.4,16370,65309,813,Low,53096217
30576,M3,2011,Africa,Black,Electric,Automatic,2.5,111929,43951,9725,High,427423475
30577,M5,2011,South America,Black,Electric,Automatic,3.1,3139,99812,791,Low,78951292
30578,X6,2020,Europe,Black,Hybrid,Manual,3,171592,94398,450,Low,42479100
30579,X6,2024,Asia,White,Hybrid,Automatic,2.5,101006,112581,2326,Low,261863406
30580,M3,2020,Asia,Black,Electric,Manual,4.3,45493,41939,8936,High,374766904
30581,i8,2011,Europe,Blue,Electric,Automatic,2.9,42505,70118,9181,High,643753358
30582,M5,2018,South America,Silver,Hybrid,Automatic,3.4,65267,72159,7213,High,520482867
30583,M5,2019,South America,Grey,Electric,Manual,2,47218,64261,5942,Low,381838862
30584,M3,2012,Asia,Red,Petrol,Manual,3.2,71587,105607,8221,High,868195147
30585,X1,2013,Asia,Blue,Hybrid,Automatic,4.2,122337,56868,203,Low,11544204
30586,X3,2024,Europe,Blue,Hybrid,Manual,3.1,168441,47221,9472,High,447277312
30587,X5,2014,Middle East,White,Diesel,Automatic,3.5,97848,91232,6367,Low,580874144
30588,X3,2023,North America,Red,Electric,Manual,4,131877,74655,4087,Low,305114985
30589,X3,2013,Europe,White,Diesel,Automatic,2.9,181584,43035,5038,Low,216810330
30590,7 Series,2013,Africa,White,Electric,Manual,2.7,86211,95853,1300,Low,124608900
30591,i8,2014,Middle East,White,Electric,Manual,1.8,26218,70676,7233,High,511199508
30592,3 Series,2019,Asia,Silver,Petrol,Automatic,3.5,75044,62379,4188,Low,261243252
30593,X1,2024,Africa,Grey,Electric,Automatic,4,87313,96962,9456,High,916872672
30594,X5,2018,Middle East,Black,Petrol,Manual,3.5,92454,114268,2930,Low,334805240
30595,3 Series,2021,North America,Grey,Diesel,Automatic,2.5,109475,52501,2111,Low,110829611
30596,i3,2018,Europe,Blue,Hybrid,Manual,2.4,154868,63328,8195,High,518972960
30597,X5,2023,Middle East,Blue,Electric,Manual,2.1,90118,70199,5213,Low,365947387
30598,M5,2023,Europe,Black,Electric,Manual,1.7,120267,53444,9949,High,531714356
30599,3 Series,2015,Asia,Grey,Petrol,Automatic,3,127122,30786,9255,High,284924430
30600,5 Series,2020,Africa,Silver,Hybrid,Manual,2.1,104137,73966,4230,Low,312876180
30601,X1,2021,South America,White,Hybrid,Manual,3.9,140963,75297,7220,High,543644340
30602,X5,2023,Africa,Grey,Electric,Manual,4.9,154971,59514,672,Low,39993408
30603,X6,2012,North America,Blue,Hybrid,Manual,1.8,53416,59704,944,Low,56360576
30604,X6,2015,Africa,Black,Electric,Automatic,4.6,65531,118122,1904,Low,224904288
30605,X1,2019,Europe,Black,Electric,Manual,3.8,81828,117789,2446,Low,288111894
30606,X3,2013,Africa,Grey,Hybrid,Manual,4.5,115136,36766,1876,Low,68973016
30607,M5,2012,North America,Red,Diesel,Automatic,2,116277,71196,5688,Low,404962848
30608,5 Series,2015,Middle East,White,Diesel,Manual,4.7,105692,49516,6315,Low,312693540
30609,3 Series,2024,South America,White,Electric,Manual,4.9,25813,89133,7411,High,660564663
30610,X1,2020,South America,White,Hybrid,Automatic,4.7,35189,33100,408,Low,13504800
30611,3 Series,2015,South America,Silver,Electric,Manual,4.2,186798,75598,157,Low,11868886
30612,M5,2011,Africa,Grey,Diesel,Automatic,1.8,123421,52250,1844,Low,96349000
30613,M5,2018,Africa,Silver,Diesel,Automatic,2.3,161714,84907,1345,Low,114199915
30614,i3,2017,Europe,Black,Hybrid,Automatic,4.7,4294,30756,2386,Low,73383816
30615,X5,2015,Middle East,Silver,Hybrid,Automatic,2.3,162295,37921,8850,High,335600850
30616,7 Series,2010,Asia,Silver,Diesel,Automatic,2.7,51842,96270,7343,High,706910610
30617,M5,2021,Middle East,Black,Petrol,Automatic,1.7,185669,83051,9487,High,787904837
30618,M3,2011,Middle East,Red,Hybrid,Manual,3.7,70735,115835,2542,Low,294452570
30619,X6,2024,Asia,Grey,Hybrid,Automatic,3.5,64332,89536,9300,High,832684800
30620,X5,2013,Africa,Black,Diesel,Manual,4.9,166662,52767,7955,High,419761485
30621,5 Series,2016,South America,White,Hybrid,Manual,4.6,98332,111205,7419,High,825029895
30622,X5,2018,Asia,Blue,Hybrid,Manual,3.3,82358,44714,7518,High,336159852
30623,X5,2019,South America,Grey,Hybrid,Manual,3.6,64458,40876,223,Low,9115348
30624,5 Series,2014,Middle East,Red,Petrol,Manual,2.9,121213,69481,8513,High,591491753
30625,3 Series,2019,Africa,Silver,Electric,Automatic,2,12503,99138,8088,High,801828144
30626,3 Series,2011,North America,Red,Electric,Manual,4.5,164249,35872,554,Low,19873088
30627,M5,2024,Africa,Silver,Electric,Manual,3.4,8501,33368,7574,High,252729232
30628,M3,2022,South America,Red,Electric,Automatic,3,46581,37218,6901,Low,256841418
30629,3 Series,2020,Middle East,White,Diesel,Automatic,1.7,77832,72081,6870,Low,495196470
30630,M3,2020,Asia,Black,Electric,Automatic,3.8,38117,101673,9345,High,950134185
30631,X1,2020,Asia,Black,Petrol,Automatic,2.9,75875,32050,757,Low,24261850
30632,X3,2010,North America,Black,Petrol,Manual,2.4,8168,99694,6301,Low,628171894
30633,X6,2019,South America,Black,Hybrid,Manual,4.6,97861,36565,6514,Low,238184410
30634,7 Series,2023,North America,Grey,Diesel,Manual,2.1,114229,57792,7344,High,424424448
30635,3 Series,2022,Middle East,Black,Petrol,Automatic,3.3,7598,32425,8835,High,286474875
30636,X5,2023,Africa,Red,Diesel,Automatic,4.3,81245,73253,2514,Low,184158042
30637,i8,2010,Asia,Black,Electric,Automatic,4.5,102093,102766,5543,Low,569631938
30638,X3,2014,North America,Blue,Petrol,Manual,4.4,45999,67452,8557,High,577186764
30639,X1,2023,Europe,White,Petrol,Manual,4.6,75597,118072,8146,High,961814512
30640,i3,2016,South America,Black,Hybrid,Manual,2,160461,118733,3798,Low,450947934
30641,i8,2018,Europe,Grey,Electric,Manual,4.8,30615,76103,3774,Low,287212722
30642,X3,2018,Middle East,White,Hybrid,Manual,1.5,53121,80871,9541,High,771590211
30643,i3,2017,Africa,Silver,Electric,Automatic,2.4,101983,48126,1906,Low,91728156
30644,M5,2010,Europe,Black,Petrol,Manual,1.8,51742,50424,3148,Low,158734752
30645,i3,2014,South America,Red,Hybrid,Automatic,4.8,160988,111758,3224,Low,360307792
30646,7 Series,2015,North America,Red,Petrol,Manual,3,113229,99791,7915,High,789845765
30647,i3,2015,Asia,Grey,Electric,Manual,2.6,193599,38326,7124,High,273034424
30648,M5,2013,Europe,Red,Diesel,Automatic,2.1,112944,100916,9727,High,981609932
30649,M3,2010,Middle East,Black,Petrol,Automatic,2,28590,106159,8769,High,930908271
30650,i8,2012,Europe,Grey,Electric,Automatic,3.6,174976,74865,7301,High,546589365
30651,i8,2019,Africa,White,Petrol,Manual,1.7,13217,79800,1456,Low,116188800
30652,5 Series,2024,South America,Black,Electric,Automatic,3.6,48287,59136,5862,Low,346655232
30653,7 Series,2024,Asia,Blue,Hybrid,Manual,4.2,113854,105743,5545,Low,586344935
30654,7 Series,2013,Europe,White,Electric,Automatic,3.6,71407,118051,3253,Low,384019903
30655,X3,2013,Asia,White,Hybrid,Manual,4.4,4926,44621,1161,Low,51804981
30656,X5,2022,Europe,White,Petrol,Automatic,2.4,166067,67124,4804,Low,322463696
30657,i8,2013,North America,White,Electric,Manual,1.8,177227,69082,743,Low,51327926
30658,i3,2023,South America,Silver,Petrol,Manual,4,185391,62403,633,Low,39501099
30659,i8,2014,Africa,Black,Hybrid,Manual,4.4,186498,87077,5748,Low,500518596
30660,3 Series,2022,Middle East,Grey,Petrol,Manual,3.3,19698,64545,3654,Low,235847430
30661,i8,2024,Africa,White,Petrol,Manual,4.4,85845,102047,3930,Low,401044710
30662,i8,2024,Africa,Black,Diesel,Manual,3.1,164889,117175,1964,Low,230131700
30663,M5,2020,North America,Blue,Electric,Manual,2.2,173270,102927,6357,Low,654306939
30664,3 Series,2018,Asia,Black,Petrol,Manual,3.2,41475,107821,9047,High,975456587
30665,i8,2013,Asia,Red,Diesel,Manual,2.3,63916,85883,2442,Low,209726286
30666,3 Series,2018,Africa,Black,Hybrid,Manual,3.2,115481,87945,4071,Low,358024095
30667,7 Series,2018,North America,Silver,Diesel,Manual,2,95460,111083,8427,High,936096441
30668,7 Series,2010,Asia,White,Hybrid,Manual,2.1,78698,97859,7493,High,733257487
